46;Bitėnų apžvalgos aikštelė;5028214987;374785.1364919;6107059.51905078
47;Bokštas prie Barstytalių;5028700986;367194.064163793;6225914.23220495
48;Bokštelis su vaizdu į Krokų lanką;5549887839;331873.542306183;6139296.25544622
49;Bokštelis su vaizdu į Kuršių marias;976164591;321951.219127332;6137969.13021532
50;Buivydų piliakalnis;1690271333;560436.805041389;6076627.17470522
51;Bulvikio ragas;3343662439;313347.820346784;6136813.90012354
52;Čepkelių raisto apžvalgos bokštas;1309875494;528107.276687759;5987172.71955423
53;Dauginčių atodanga;4952741196;347040.972213318;6204617.16508296
54;Daumantų atodanga;4314994341;562335.398584747;6145983.12669233
55;Debesnų botaninio tako apžvalgos bokštelis;2219448197;396495.269636411;6179361.9841926
56;Didysis akmuo;2621993177;421770.062341965;6235369.695473
57;Dirvonų klonis;4829246478;442191.774509262;6189328.52025451
58;Drąseikių atodanga;3192087181;506352.55710777;6096809.15574894
59;Drevernos apžvalgos bokštas;3453976476;325305.568093789;6156931.02620042
60;Dubysos-Ventos perkaso regykla;4113995490;437965.396359494;6191328.00361474
61;Dūkštų atodanga;5172670279;560532.569704019;6077058.1514019
62;Dyburių atodanga;1917291702;349885.031965487;6203231.08143479
63;Eigulių piliakalnis;1688078085;494545.011334831;6086763.87440777
64;Gastilonių atodanga;1323938974;509593.133167377;6081733.28597293
65;Gaujos mokomojo pažintinio tako bokštelis;3296721649;608609.568305777;6005888.9440322
66;Gedimino kapo kalno regykla;1416904471;583858.840476405;6061542.74041982
67;Gedimino pilis;2837707104;583216.907637678;6061913.74821335
68;Gelionių kalva;5028700985;530333.558733049;6052663.45803431
69;Genių Jūros Atodanga;3436031886;384162.928173112;6136600.86868027
70;Giliaus ežero panorama;6646672505;449566.501454182;6164520.93721994
71;Girininko bokštelis;3561937361;561987.85794671;6077916.35211897
72;Gylių atodanga;4315141797;570037.472429656;6158130.78099665
73;Hageno kalnas;2756825217;319049.276018395;6175756.83893023
74;Ilgio ežero apžvalgos aikštelė;5684711972;524980.593736415;6036734.81417537
75;Ilzenbergo dvaro Apžvalgos aikštelė;4397056176;594612.693497843;6226220.54619109
76;Įpilties šaltinio akmuo;1997471637;328906.188710185;6224842.21164305
77;Itališkas vaizdelis;2837567137;310470.534350477;6134995.2601539
78;Jėzuitų vienuolyno apžvalgos aikštelė;5171030470;492726.041253421;6084446.2985271
79;Jiesios atodanga;2471915996;495936.464077819;6078731.34281523
80;Jocių-Alangos atodangų regykla;5028699395;386146.489958625;6131677.95917131
81;Jogaudų apžvalgos bokštas;5028700967;371777.310198337;6209138.24274755
82;Jono kalnelis;2320296301;320291.219140442;6178726.19393171
83;Juodeikių apžvalgos aikštelė;3491500010;409541.399821345;6234027.44164778
84;Juodkrantės apžvalgos aikštelė;5028214988;318419.959453962;6160091.93748031
85;Juozapinės kalnas;5695821857;605354.197800452;6045039.1227102
86;Juozapinės kalno III regykla;2788401067;605356.475366466;6045196.41749712
87;Juozapinės kalno II regykla;2788401061;605463.822683987;6045171.57002729
88;Jūrakalnio apžvalgos bokštas;3446718472;424368.091880068;6224098.15158566
89;Jurakalnio griovos atodanga ir atragis;1628529558;424323.428242324;6224160.42579253
90;Kadagių slėnio panorama;2807219131;511732.00334621;6075097.83049698
91;Kalnalio apžvalgos bokštas;1316308655;346717.210767851;6211963.75599066
92;Kalnelio miško regykla;4312281699;510767.231726844;6167641.77381803
93;Kalnelis;2713017369;494003.911087938;6081735.63174239
94;Kalniškių konglomeratų atodanga;2803225316;504822.957852593;6083675.35563399
95;Kamanų apžvalgos bokštas;2659282431;416586.921955407;6243001.43692381
96;Karmazinų atodanga;2109098819;559895.275483938;6076359.51403578
97;Kartenos piliakalnis;2821328850;342185.075964593;6200197.69869806
98;Kartuvių kalnas;4549105391;535120.706229716;6049393.38185113
99;Karvaičių apžvalgos aikštelė;303908102;318303.661758061;6159138.20562158
100;Kaukiškės apžvalgos aikštelė;5003241197;627786.247157082;6135598.28306751
101;Kernavės apžvalgos aikštelė;1468775760;554694.052174675;6083447.75410931
102;Kernuvių atodanga;5717687729;500950.748351812;6050020.54313432
103;Kintų apžvalgos bokštelis;4485532803;325908.468630134;6145881.93487933
104;Kopa;2375321445;519905.449599688;6095854.79132037
105;Krekenavos apžvalgos bokštas;2659304435;506652.057885963;6157437.57581154
106;Krokų lankos stebykla;2068544803;329596.493796805;6141341.67708829
107;Kučkuriškių piliakalnis;3153759720;588166.020590805;6063268.88038647
108;Kupos upės slėnio parkas;1355474516;561132.494078437;6189648.07703808
109;Ladakalnis;3751956238;626187.45018296;6138590.7275456
110;Laimio kalnas;766866892;584327.438578933;6058482.69409733
111;Lakštingalų slėnis;1074248500;504077.478114533;6085879.93852432
112;Lašinių konglomeratų atodanga;5179618536;516565.504907132;6074965.33469739
113;Ledų ragas;2756825216;319832.032665988;6175250.39006474
114;Lentainių piliakalnis;1690291739;496653.784612249;6091739.39663895
115;Lepelionių piliakalnis;1690102715;524784.858000921;6048743.04565705
116;Lėvens apžvalgos aikštelė;2283843877;524743.634091796;6214248.47793797
117;Liesėnų piliakalnis;1690325421;583244.593634566;6120220.57887043
118;Liškiavos piliakalnis;1686128731;502852.430625748;5993764.59068826
119;Liudgardo šlaitas;5216159177;595894.361853144;6102281.2774432
120;Lurdas;1444952227;327599.465411787;6198811.78120506
121;Lygumų apžvalgos bokštas;2709657798;634866.406558096;6128159.64900845
122;Mančiagirės skardžiai;3984811657;530154.758708037;5997997.03649931
123;Marių Mergelio atodanga;2756927304;309185.607276264;6133018.26239505
124;Matelio rėva;2375321446;525612.26508477;6104899.49303505
125;Medvėgalio piliakalnis;3631511904;398764.630850149;6167057.46146171
126;Menininkų kopa;3343687924;313237.188700908;6140952.24330053
127;Mergakalnio regykla;382399179;515696.206834348;6076520.69738436
128;Merguvos ežero apžvalgos bokštas;5028700215;375334.165809401;6103668.64145833
129;Merkinės apžvalgos bokštas;3178402508;511400.256116127;6002948.37831525
130;Merkinės piliakalnis;1687532290;511981.490637265;6002323.48672826
131;Meškos galva;2756825220;319092.763461615;6171659.03644249
132;Metelių apžvalgos bokštas;2659338565;483248.58146766;6017645.18318493
133;Miesto panorama;2470948927;580951.890644113;6064055.1947915
134;Miesto panorama;5554620085;579249.182056337;6062717.90656022
135;Miežonių regykla;5028701032;498510.635272253;6004265.01783817
136;Mikalojaus Daukšos kiemas;2347023774;582988.55843275;6061522.06085241
137;Mikierių atodanga;686546498;575225.736969019;6170583.09819602
138;Mindūnų apžvalgos bokštas;3700633124;599317.023299874;6121511.21699372
139;M.K. Sarbievijaus kiemas;3651935481;583038.525223937;6061489.45757653
140;Muoriškių atodanga;4947550831;549576.317793947;6253410.15553731
141;Murmulių atodanga;5162560420;508517.951784152;6168215.4392084
142;Naglių ragas;2756927419;317882.719435489;6154090.85846975
143;Naisių kaimo apžvalgos bokštelis;5028699376;440524.327586549;6185947.71344936
144;Negyvosios kopos;288085010;315707.517458539;6148871.93590848
145;Nemirsetos kopų ir smiltpievių apžvalgos aikštelė;3800898681;316261.149145654;6196198.41551368
146;Nemunaičio atodanga;4966875773;502625.181673575;6018976.6104054
147;Nemuno apžvalgos aikštelė;3013040135;374092.819821748;6107435.73829496
148;Nemuno apžvalgos aikštelė;1733573451;473132.00152444;6100273.12517793
149;Nemuno apžvalgos aikštelė;3013040133;374240.534379168;6107387.80163621
150;Nemuno ir Neries santaka;2000463622;491856.80163801;6084853.67763884
151;Neries apžvalgos aikštelė;3421869471;578985.209622077;6061986.27596209
152;Neringos kalnas;2756825218;319122.111298897;6174560.58724562
153;Netonių šlaitas;1962237461;482181.807285983;6089418.73729324
154;Nevėžio upės slėnio apžvalgos bokštelis;4996806565;505515.351187947;6154213.31499669
155;Nuostabūs saulėlydžiai ir Pagojės tvenkinys;4411249001;565776.632586832;6156546.96976604
156;Obelų laukymė;4448856990;585969.660130417;6064063.35149449
157;Observatorijos kiemas;3651935480;582984.803431641;6061425.35207476
158;Olando kepurės skardis;4319222673;316141.706412547;6188763.81238033
159;Ožkų ragas;3343740219;314941.011516968;6142696.86237164
160;Pageležių miškas;2375321447;530069.470878856;6114850.91891646
161;Pagojės tvenkinio užtvanka;4811244924;565797.589533929;6156717.54051496
162;Pagramančio atodanga;2370216014;387875.500288008;6139039.21900228
163;Palangos bažnyčios bokštas;5844602772;316593.290910821;6202034.08586453
164;Palangos tiltas;1251739821;315649.570185062;6202334.32660924
165;Panemuninkų skardis;5178044397;503670.826631693;6041877.82626539
166;Paneriškių skardis;2045876096;563206.358953392;6068217.33668514
167;Panerių šilo regykla;2061136835;557125.987119055;6071786.32044032
168;Panorama;312531257;498016.052513067;6084511.71210519
169;Panorama į miestą ir Pučkorių slėnį;4880667870;587705.400610624;6060914.04758841
170;Papiškių piliakalnis;1758423764;590095.425479985;6052116.48238777
171;Paplatelės apžvalgos aikštelė;5028699371;368204.82142936;6214211.11897734
172;Paplatelės tako apžvalgos bokštas;472455729;368877.267533677;6214399.06860541
173;Parnidžio kopa;2837519165;308899.316497516;6132925.59753248
174;Parnidžio ragas;2756927300;309529.361267167;6132361.99178944
175;Paukščių stebėjimo taškas;4285830489;316636.655134578;6146282.01523766
176;Paukščių stebėjimo vieta;5179618538;499431.365783106;6056813.9330892
177;Pervalkos ragas;5028700205;315994.473066126;6144636.43900437
178;Petro Skargos kiemas;3651935478;583041.056870858;6061442.5143424
179;Pilkieji garniai ir kormoranai;475255988;317630.820466663;6157537.81652944
180;Pilsupių atodanga;3990113032;480668.102493808;6130532.37084921
181;Platelių ežero apžvalgos aikštelė;1930144634;364703.301481993;6214675.60302342
182;Plikakalnio atodanga;3884679871;578911.458837333;6061601.05497652
183;Plocio ežero paukščių stebėjimo namelis;475305601;316419.077628927;6192823.09572815
184;Plungės Lurdas;2435263457;364091.692296419;6199915.47287515
185;Polderio bokštelis;4485539290;325795.233888546;6140412.61139231
186;Poteronių piliakalnis;1688321196;509682.866208589;6024640.59183132
187;Pramoninė panorama;4166852260;578442.978467479;6058191.1328022
188;Prelomčiškės piliakalnis;1746798593;477559.710745456;6019550.46240955
189;Prisikėlimo bažnyčios apžvalgos aikštelė;4571659367;494686.170335105;6085187.18907309
190;Pūčkorių atodanga;738082549;587214.221917225;6062590.72249563
191;Punios piliakalnio viršutinė aikštelė;6075811579;505932.253586003;6041740.10333679
192;Pustlaukio duobės regykla;3680502700;435530.374994228;6186345.55986415
193;Pušų alėja;4851615022;657877.39983368;6148184.92394002
194;Puvočių (Omnitel) apžvalgos bokštas;1309813996;520225.586848724;5997466.86142272
195;Rambynas;280777081;373658.020311707;6107561.41148786
196;Raudonės pilies bokštas;2501859774;444489.888955252;6107094.4993683
197;Raudonpamūšio atodanga;5179618537;505192.823020445;6215244.84599528
198;Raudonskardžio atodanga;5216114518;426333.343363252;6224032.68718891
199;Regykla ant įspūdingo aukščio šlaito;2059656225;563812.202681727;6068998.937197
200;Regykla „Trys ežerai“;5028701034;421208.88600146;6030802.65293793
201;Regykla „Voras“;5028701033;452176.83492117;6247022.31772886
202;Rimo kalnelis;5028701026;439602.295804914;6187139.61096749
203;Riverfront terasa;3169074463;581219.481555776;6062798.73909592
204;Rokantiškių piliavietės regykla;3774775516;589702.664202861;6062405.7965795
205;Rokantiškių regykla;3068159618;587272.600439962;6063961.72426728
206;Rubikių apžvalgos bokštas;831207869;580133.411871052;6150582.28340576
207;Rumšiškių apžvalgos bokštas;1314231552;512419.348692613;6080373.22428034
208;Rusnės apžvalgos bokštas;474708837;327432.489685884;6135700.90616445
209;Rusnės regykla;3010827377;328405.79345769;6133575.50491045
210;Šakiškių skardis;1718008073;588486.576313958;6078714.36399796
211;Salako paukščių stebėjimo bokštelis;4996536359;635669.747095233;6162504.82015214
212;Salantų parkas;2993013534;348505.99509079;6216537.7776568
213;Sartų apžvalgos bokštas;5910951648;615149.095104383;6191148.02071679
214;Šatrijos kalnas;1685048533;409762.867138356;6194083.80810916
215;Saulės mūšio vieta;1993447244;469823.182441833;6220201.25542149
216;Saules puķe;4361505839;662400.788858172;6174228.88273544
217;Seredžiaus apžvalgos bokštelis;3089770393;462687.190658853;6105153.69099047
218;Seredžiaus piliakalnis I;1688075575;462111.821920942;6105106.4474594
219;Šereiklaukio miško apžvalgos bokštas;5028701025;377790.528003197;6103470.19430305
220;Šereitlaukio apžvalgos bokštas;4968605721;380156.529297925;6102904.62830916
221;Šiaulės apylinkių apžvalgos bokštas;4055210014;463439.740431491;6168013.12693964
222;Siberijos (Cidabro kalno) apžvalgos bokštas;2638244459;363784.719004167;6212867.95504442
223;Šiliniškių (Bitės) apžvalgos bokštas;437564602;625113.254941402;6140209.83723336
224;Siponių atodanga;5178044390;499691.438078441;6041669.79958468
225;Sirvėtos apžvalgos bokštas;2659499587;638939.627272898;6123679.2995121
226;Skardis ir Vištyčio vaizdas;5028701024;419527.446426015;6030645.798224
227;Skaudvilės atodanga;4964546626;411340.763015781;6143343.71702881
228;Škėvonių atodanga;2496012802;500162.587466565;6052031.915167
229;Škėvonių atodanga;4964629667;500554.804615012;6051943.34502146
230;Sky21 apžvalgos aikštelė;4320515370;319643.996413465;6178858.21271902
231;Snow Arena;4353564489;497360.09180204;5988161.51374347
232;Spaustuvės kiemas;3651935479;582986.045449482;6061380.46693987
233;Stalo kalno regykla;2590491615;583851.919035768;6061977.65587632
234;Staškinės ežero regykla;5028701031;649882.065366342;6120815.42890095
235;Stirniškių atodanga;2928063927;552341.176992011;6183471.1219221
236;Subačiaus g. apžvalgos aikštelė;477399208;583855.90984638;6060899.94553549
237;Sveikatos tako apžvalgos aikštelė;5178044407;505182.016004441;6028400.34132048
238;Švenčionių apžvalgos bokštas;1309957971;640824.994408125;6116666.55792951
239;Svilės kryžių kryžkelė;2103856550;434480.427054499;6189369.66666134
240;Sviliškių kraštovaizdžio draustinio regykla;2108908928;567026.854302866;6067002.1110182
241;Svirkančių atodanga;4964546709;408669.07623401;6228398.52896928
242;Šv. Jonų bažnyčios varpinė;2471812239;583064.357554482;6061419.51932282
243;Šv. Jurgio bažnyčios apžvalgos aikštelė;6792766086;473365.714837172;6100556.85597181
244;Tabokinės atodanga;4953135081;551425.675165305;6253306.8920368
245;Tauro kalno panorama;4340144872;581829.448808305;6061773.72401279
246;Terasa;2022625859;582111.597820794;6062865.84747468
247;Trakų m. apžvalgos aikštelė;726034642;560096.167538004;6059997.06964954
248;Trakų pilies panorama;1131223985;560095.340365277;6057412.68039589
249;Trijų kryžių apžvalgos aikštelė;308878465;583656.037028606;6061919.67184758
250;Tuputiškių serpantinas;2475356686;587534.641693485;6060535.30570009
251;TV bokštas;4515277514;578321.075314441;6061868.33533774
252;Tytuvėnų (Kokmaniškės / Majako kln.) apžvalgos bokštas;3372998255;452091.798517987;6161940.73373269
253;Ūlos skardžių regykla;2710734036;528819.138281449;6000794.90137034
254;Upės slenkstis;2626352567;592218.115035837;6050076.65263025
255;Urbo kalnas;5834155488;309081.492914768;6133934.49115877
256;Vaikeso ež. salos piliakalnis;866097561;614329.845568355;6155810.83929544
257;Vaizdas aplink Papėčių piliakalnį;2579910797;486856.635910462;6019843.39846037
258;Vaizdas į Ančios ežerą;4348203490;480636.423251507;5994613.72352024
259;Vaizdas į Anykščius;2972634548;568944.105835255;6154820.42095166
260;Vaizdas į Aukštumalos pelkę;5735780281;332766.458396205;6143241.57024255
261;Vaizdas į Baltijos jūrą;5689446695;316868.163847099;6184239.98491841
262;Vaizdas į Čepkelių raistą;2645268792;528438.612650553;5986842.71600167
263;Vaizdas į Galvės ežerą;1238977771;559978.347029303;6059382.72491435
264;Vaizdas į Galvės ežerą iš Užutrakio dvaro;2665518099;560858.4460694;6058525.37530888
265;Vaizdas į Jūros upės slėnį;5551814772;390873.228073847;6124934.3228695
266;Vaizdas į Kauną iš Milikonių;1260064245;493210.308826098;6087328.82808428
267;Vaizdas į Kauno marias;2712793129;501533.786455602;6082969.71856115
268;Vaizdas į Kauno marias;5740561866;512680.264679338;6080489.97060534
269;Vaizdas į Kauno marias;718512601;503056.961087202;6084788.11409399
270;Vaizdas į Kauno marias nuo Pažaislio;2712793134;501595.34193875;6081958.58827191
271;Vaizdas į Kuršių marias;6644356767;318478.587369887;6162020.22367234
272;Vaizdas į Merkį;1659291458;547629.50860745;6019761.92323146
273;Vaizdas į miškus;2626282736;586188.018971968;6058866.69231568
274;Vaizdas į Nemuną;1907459503;483209.689556856;6088467.29731077
275;Vaizdas į Nemuną;1907459532;483133.862702495;6088500.94982575
276;Vaizdas į Nerį;6403605800;518653.559238459;6104396.89720566
277;Vaizdas į Parnidžio kopą;5839452986;309075.183239048;6133107.82816486
278;Vaizdas į Pažaislio vienuolyną;3027164894;502459.670062897;6079879.5493201
279;Vaizdas į pelkę;2473433289;519512.645300248;5987765.53911521
280;Vaizdas į Piktežerį;5732083281;365180.094514068;6216112.21876902
281;Vaizdas į Piliškių ežerą;2513516321;563187.892236221;6056493.83001669
282;Vaizdas į Platelių ežerą;5732083226;365383.859901928;6215482.00508007
283;Vaizdas į Prezidentūrą;1277407583;582893.72929352;6061411.4714033
284;Vaizdas į Senvagės ežerą;3205944559;522701.272062912;6177402.89284148
285;Vaizdas į Vecekrugo kalną;5776808483;312668.023661017;6139527.06462847
286;Vaizdas į Virvyčios upę;3498985419;410541.885683323;6231801.04811375
287;Vaizdas nuo pilkapyno;3949668360;589005.217250691;6063263.84714703
288;Variaus atodanga;1796291688;570024.14445755;6160851.747073
289;Vecekrugo apžvalgos bokštelis;5793598068;312214.589721647;6139473.00269349
290;Vecekrugo kalnas;2111293780;312297.037675597;6139470.28557873
291;Veisiejų apžvalgos bokštas;2659362312;481824.468230263;5996032.54035487
292;Velniakampio atodanga;4558151069;562887.150218333;6074322.51216871
293;Ventės rago švyturys;976164581;321758.012913836;6137555.24362204
294;Ventos ir Virvytės santakos apžvalgos bokštas;1316303149;410158.154741982;6233919.21638074
295;Verkių dvaro parko apžvalgos aikštelė;5028214986;583207.917451875;6068616.24352636
296;Verkšionių regykla;4964629666;559127.370749964;6075845.71469244
297;Vetygalos atodanga;429331341;563386.785743386;6147080.35997932
298;Vilkakalnio apžvalgos bokštas;1314771408;638178.98865057;6135435.24102323
299;Vilkyškių apžvalgos bokštas;3448572815;380088.813634551;6110624.31169315
300;Vilniaus panorama;2303146285;579212.871377674;6062296.15379033
301;Vilniaus senamiesčio vaizdas;1731566102;582192.801215904;6060970.10954086
302;Vitkų šeimos koplyčia;3603784446;594332.42707165;6125056.97904306
303;Vosbučių atodanga;5177967378;477696.628281755;6136037.42983294
304;Vosgėlių piliakalnis;866079049;596002.707726075;6147897.16344122
305;Vyžuonos parko apžvalgos aikštelė;5838804285;600551.121693707;6153692.19382726
306;Žaibiškių II piliakalnis;866133511;603739.22296543;6173611.28364232
307;Žaliųjų regykla;2484428163;586079.847734631;6073220.62845816
308;Žąsūgalos kalnas;5028701023;399718.295785807;6192299.81796467
309;Žiegždrių atodanga;833247708;504114.292376574;6083113.94756623
310;Žiegždrių atodanga II;2803225205;503964.423659017;6083023.25985391
311;Žirgų ragas;5028700609;317107.513844222;6146625.04237765
312;Žuvinto rezervato apžvalgos bokštas;2595529674;476320.832390167;6035656.83182426
313;Žvainių Gaidžio koplyčia;2349902660;347941.881260223;6215671.55849755
314;Žvilgsnis į Romintą;3491133889;420284.203243415;6029549.43211022
